episode,rewards,lengths
0,14.900287567837555,6
1,1.9505589976992914,4
2,2.7538176563386294,5
3,2.784721021513586,5
4,4.634721671342074,8
5,2.2412896392059265,5
6,2.870466620199748,6
7,5.372039440868088,11
8,3.0419329993329525,8
9,2.176171437569202,6
10,3.1048496430768795,8
11,2.2166158692496998,6
12,2.2504944536905445,6
13,1.8221579132397538,5
14,5.694950817034173,14
15,4.040137920948905,12
16,1.4092635427140368,5
17,5.190138559711348,16
18,3.6998365435545204,13
19,4.205203935175725,15
20,1.151431280190892,5
21,2.327253553195167,9
22,1.7627954262482244,7
23,1.4823558109052948,6
24,0.89447152658762,4
25,2.1023382903401067,8
26,2.428555661743497,9
27,2.450342492719316,9
28,0.9227453813461519,4
29,0.9251398937310442,4
30,2.1721506401153317,8
31,5.773524027281392,20
32,2.189863591295674,9
33,5.405752391878779,21
34,1.4932064197990966,7
35,5.84886651850337,25
36,1.7507101202108273,9
37,1.9877706741363053,10
38,1.334622871145815,7
39,2.9162898569113915,14
40,2.702698331873033,13
41,1.5830251506036537,8
42,1.593159721690591,8
43,2.063214686630385,10
44,1.1521636698165505,6
45,0.9247291302764618,5
46,2.557322299821085,12
47,0.6991003146223711,4
48,2.1062861157518227,10
49,1.1755905587899174,6
50,1.179756134610757,6
51,4.022286471655443,18
52,0.9316036705698918,5
53,0.9336676754501911,5
54,1.1702381080320499,6
55,0.9388241695526185,5
56,0.7053983885409448,4
57,2.1242753963372754,10
58,0.9475086530049696,5
59,1.1875375950191605,6
60,0.9526437217847445,5
61,1.912707677430318,9
62,0.9597552000831697,5
63,0.9618507324032479,5
64,1.2054578411201682,6
65,0.7249302131881775,4
66,0.9682139413544535,5
67,1.9437002365086418,9
68,1.219375517917059,6
69,0.733264775735235,4
70,5.334312058086765,23
71,1.3906680925397188,7
72,0.9297769913964291,5
73,1.8659929623541616,9
74,1.874580316913532,9
75,1.6471580316516645,8
76,2.600987158425508,12
77,1.6596352338445217,8
78,0.7130771622591032,4
79,0.9521375977198206,5
80,2.388794772959969,11
81,1.6775650143551213,8
82,1.4428344364225711,7
83,0.7229939019628697,4
84,4.336289366944679,19
85,2.3746781753321806,11
86,0.9518825227092973,5
87,0.9534480662597363,5
88,8.743696330794531,40
89,1.8540249846540664,11
90,0.37177023018342226,3
91,1.1172530848971813,7
92,1.4950235711270738,9
93,2.0653764671106263,12
94,0.5647117411881779,4
95,2.0771440966532992,12
96,4.161370398390602,23
97,0.5591639745327206,4
98,1.307417814537209,8
99,1.4994365637594547,9
100,0.7516896072226932,5
101,1.8849086438919909,11
102,3.0290334001433488,17
103,4.15747844055746,23
104,5.722108258232631,32
105,0.7041124092720014,5
106,0.7050303819915688,5
107,0.8826365006377921,6
108,0.707228024157817,5
109,1.2401232975321075,8
110,1.5996122393565484,10
111,0.7126644451550961,5
112,3.5713636512617573,21
113,1.244365893787839,8
114,0.8907901840472473,6
115,1.6075333553426863,10
116,1.6129458270322796,10
117,0.3591177334204607,3
118,0.5389839388569768,4
119,1.4398963052964888,9
120,1.0826564041103122,7
121,0.5421413803632362,4
122,0.9046152161101426,6
123,0.5434484749182038,4
124,0.5438674054137019,4
125,1.9987857395601252,12
126,1.0930178768597625,7
127,1.8268524300319064,11
128,1.2823271074870886,8
129,0.7341038318222246,5
130,1.2869276674273826,8
131,0.9210859589498688,6
132,1.107260407366052,7
133,1.2946364251563383,8
134,1.4833925374280867,9
135,2.2323947782894336,13
136,2.7992016024975133,16
137,0.9334842590021556,6
138,1.1220541825550088,7
139,1.1241681717929823,7
140,0.7505745017890182,5
141,0.9393898849889547,6
142,0.9407685881159101,6
143,1.6970780177500122,10
144,1.7017889891065743,10
145,0.7577627823841195,5
146,0.5688230483668888,4
147,1.1390135947947349,7
148,0.9507323129300397,6
149,2.0965805750599054,12
150,0.9547712664781257,6
151,1.722177836422055,10
152,0.7667807956453112,5
153,0.9596140748761437,6
154,1.1533407272743474,7
155,0.7699800307075709,5
156,0.770759448910951,5
157,3.0893426214016784,17
158,0.9646713593094733,6
159,0.9659734056622701,6
160,0.7736923099059084,5
161,3.679985008196443,20
162,0.578410811643985,4
163,0.5787686127525944,4
164,3.477536863901219,19
165,1.1561549724099691,7
166,1.3512466494898792,8
167,2.70939937421258,15
168,0.7744851576549256,5
169,3.1037023409411257,17
170,2.71630034819602,15
171,0.7764457306891452,5
172,0.5827560576946553,4
173,1.7507695671630579,10
174,1.3644039563792805,8
175,0.5854567333516222,4
176,0.9765727867467715,6
177,2.544327670561956,14
178,4.884486439250253,26
179,1.154695392174614,7
180,1.3492821233962478,8
181,1.7382515486763939,10
182,3.4836462317875028,19
183,1.5452563786501206,9
184,0.7736774877500788,5
185,2.3250419829413813,13
186,2.1355483952159724,12
187,1.1666599717118258,7
188,0.38921658801197373,3
189,0.3893098558006374,3
190,1.5588227966588415,9
191,2.9293113173304826,16
192,1.171885631771632,7
193,2.348367092420945,13
194,5.270255141917706,28
195,1.1497975849859192,7
196,0.575416133876166,4
197,2.6893139011484335,15
198,1.1534099495749406,7
199,1.540202733788656,9
200,0.9639273906105768,6
201,1.9308785784641336,11
202,4.059298502347915,22
203,2.3085954523089005,13
204,1.1557689090067114,7
205,3.4726165402643825,19
206,0.384976032451258,3
207,0.770253358339667,5
208,0.9635487527107733,6
209,0.964422696236271,6
210,2.318365579704006,13
211,2.5162007384984237,14
212,0.5810317179581926,4
213,3.4898039532786234,19
214,1.1611717143208682,7
215,0.5810440112005142,4
216,0.9689817858316243,6
217,0.9698222475469569,6
218,0.9706627699498965,6
219,1.9440692751278494,11
220,1.7526411471167889,10
221,0.38984370602126717,3
222,2.3417543725609082,13
223,1.367726854671686,8
224,1.5653600195877082,9
225,2.548456407981958,14
226,1.177237083968787,7
227,2.16163272893509,12
228,0.7868421734123063,5
229,4.717317467761878,25
230,2.337503678885187,13
231,1.5603668051102924,9
232,1.9536405264813173,11
233,2.1527356607496912,12
234,1.3717037105788619,8
235,1.9625546293023093,11
236,0.5893181254879007,4
237,4.710552831444498,25
238,1.7511108319832343,10
239,2.338868927530866,13
240,1.9518244559126237,11
241,0.7815138074475868,5
242,5.837160257560344,31
243,2.669231289774337,15
244,0.5721777854524663,4
245,0.7632023949222609,5
246,0.9545757104071368,6
247,0.7641387371096038,5
248,1.1470116005220983,7
249,0.7652438791519272,5
250,1.3402496500020245,8
251,0.5748301850041382,4
252,1.3421941447256527,8
253,1.1516479498746315,7
254,0.7683333821348206,5
255,0.9609915980921483,6
256,1.924253507510473,11
257,3.660835431008973,20
258,0.7689103719152844,5
259,2.3094046517971725,13
260,1.5414127368999035,9
261,0.771395371680397,5
262,2.70308186550696,15
263,4.822058803240162,26
264,0.5732796597330628,4
265,1.5298685275811916,9
266,0.7655999996976085,5
267,1.3407972197626492,8
268,1.1503704333082791,7
269,0.38366366794408013,3
270,2.3041021965071344,13
271,0.7686236226641137,5
272,0.38443295840994174,3
273,0.9614343422935346,6
274,0.962071848307381,6
275,1.7334955320600371,10
276,1.156903282566474,7
277,1.3510014552676592,8
278,0.7725976404444149,5
279,1.7399113129044088,10
280,0.7739769244401264,5
281,4.449638950414756,24
282,0.9614732602008066,6
283,3.0802777657461635,17
284,0.7697932217123257,5
285,1.540804977979644,9
286,1.3496569206848956,8
287,2.123647241924673,12
288,0.7728620034537295,5
289,0.579857392134679,4
290,0.3866497584379345,3
291,0.9669603365875948,6
292,3.0977347349292157,17
293,0.5805566288567297,4
294,1.1617019671392959,7
295,1.9383467965535648,11
296,0.7759853182436525,5
297,0.7763211432195065,5
298,1.3594926778026446,8
299,0.9718466210913161,6
300,5.43086897706611,29
301,0.7655892118893858,5
302,2.682351532443945,15
303,0.9583791579125657,6
304,2.8783559191285946,16
305,0.5756557565126614,4
306,0.5758011072336007,4
307,4.604203922133082,25
308,1.3344011091374515,8
309,1.144740155048315,7
310,0.9545966767081504,6
311,2.484665051365145,14
312,2.6788270559891254,15
313,1.148627012576817,7
314,3.066494644338008,17
315,1.3415173171208907,8
316,0.5752798744212949,4
317,0.9591645739733253,6
318,0.5757405959227031,4
319,0.5758777205082893,4
320,2.6898112140722095,15
321,2.4998708530684977,14
322,0.9620464871995451,6
323,0.7700069639154815,5
324,1.1556320103538806,7
325,2.699547356285462,15
326,0.5786055205039493,4
327,1.7369803709498524,10
328,1.5455997833380324,9
329,0.5799711176159841,4
330,8.01426177709057,43
331,0.9109253089754376,6
332,1.2761901938083446,8
333,0.9122218858138765,6
334,0.5475599883994657,4
335,2.00931337751822,12
336,0.7312124016413102,5
337,2.5617190452298675,15
338,1.8313633858822298,11
339,0.916445482507384,6
340,0.9169405238972768,6
341,2.3864845877409837,14
342,1.6537179789513812,10
343,1.2874513118731976,8
344,1.1043803311711626,7
345,1.2894285885659247,8
346,0.9216615056959754,6
347,1.1066614361804816,7
348,1.6614859811203537,10
349,1.1086180209783003,7
350,1.4793819906225096,9
351,0.9253082840931529,6
352,1.4815902406396597,9
353,3.5223405711387676,20
354,0.7405288556052103,5
355,1.4820149866037695,9
356,2.0400655705580863,12
357,2.7853361455469527,16
358,4.454973897345315,25
359,5.162949208017667,29
360,1.2789910158636035,8
361,2.0119183702286203,12
362,0.9151981424841833,6
363,1.8318959418042995,11
364,1.1000518291638062,7
365,2.018671512177658,12
366,1.8371141398454909,11
367,2.3911142203876588,14
368,0.7361128203445153,5
369,1.4731128260912933,9
370,2.2121083287678274,13
371,1.4760257454312797,9
372,1.4773341618367026,9
373,1.1088338859325413,7
374,1.2945283826704919,8
375,2.221475503877025,13
376,1.6676344040410487,10
377,3.709082980707551,21
378,0.7405143352192931,5
379,2.2232892850321897,13
380,1.2979279285779233,8
381,2.969747878777569,17
382,0.9280125881603271,6
383,0.7427055353982353,5
384,1.4862620544247753,9
385,3.718654624795427,21
386,0.9281109991617122,6
387,0.9285303371761348,6
388,0.7431155905088992,5
389,1.8590486935688246,11
390,0.930173921088519,6
391,1.1167806637926645,7
392,1.117436064905046,7
393,2.0504139952156444,12
394,0.9326335652275834,6
395,1.3064336939529881,8
396,0.9337156960363433,6
397,0.9341325880890539,6
398,2.9917372467600125,17
399,1.1218953489475532,7
400,3.555294027277603,20
401,2.991604551528825,17
402,4.670680666537018,26
403,3.717496331071245,21
404,0.9279192641750432,6
405,1.6713547223396161,10
406,0.7432649425526888,5
407,0.9294061233906331,6
408,1.674028784337229,10
409,0.7444518753420776,5
410,2.2349499788895737,13
411,3.7276300048402096,21
412,0.7443250551493846,5
413,0.5583765033576435,4
414,1.1171291608073048,7
415,1.1177349296691839,7
416,1.3048075256029545,8
417,0.37295110629434164,3
418,0.7460302316005194,5
419,1.3061531272317437,8
420,1.3070185339498834,8
421,1.4948094782206234,9
422,1.8701424385977545,11
423,2.620888152672323,15
424,1.4984280718756127,9
425,1.68710440656982,10
426,2.627022517726475,15
427,0.5630667350099817,4
428,0.5631618789803222,4
429,2.4419357634363097,14
430,4.508088235571084,25
431,0.5611233208982425,4
432,1.4969792407620857,9
433,0.7488800259944925,5
434,2.622932534967284,15
435,0.562190108760676,4
436,1.8749630734910903,11
437,2.439830397734731,14
438,4.877438382905209,27
439,3.3582926021915376,19
440,0.932278028880825,6
441,5.768343513219904,32
442,6.594896235338407,37
443,3.7787321663517153,22
444,0.7185800879278152,5
445,3.594771319997979,21
446,5.021644399295767,29
447,2.3173583821458683,14
448,2.3193842324795813,14
449,3.7491540978647317,22
450,1.4263784265047321,9
451,3.390434852776921,20
452,1.9621574413561098,12
453,2.8568035982788147,17
454,1.9648548933163588,12
455,6.759280413006854,39
456,2.7939468780411114,17
457,2.6208130008524853,16
458,1.3984321470842827,9
459,1.9243806027752046,12
460,0.8752229334601405,6
461,0.5252653116277687,4
462,2.102210721558806,13
463,0.8764059900130808,6
464,0.5259749008396036,4
465,1.2276698272719737,8
466,0.5263382503331149,4
467,1.7552790803498384,11
468,1.5809558542455133,10
469,2.109754772356076,13
470,0.7036025454163275,5
471,0.703763872281759,5
472,1.2320452429205047,8
473,2.1136973651667637,13
474,1.586436178394309,10
475,3.3519201141833173,20
476,6.152594086919139,36
477,3.2978044699187556,20
478,0.6939160781792129,5
479,1.562022812529761,10
480,0.8682462991727716,6
481,1.7374589267107239,11
482,1.390926271652607,9
483,1.2177647189621743,8
484,3.6555864524276602,22
485,5.037561291826283,30
486,2.418414625770479,15
487,0.5184099307652923,4
488,1.5558395254322355,10
489,5.354235340671894,32
490,1.8861805568110772,12
491,1.887704940824596,12
492,2.232864963158535,14
493,1.7188157500670882,11
494,0.6878601716396912,5
495,1.5483530296206611,10
496,0.5163356704391132,4
497,2.0663732943561417,13
498,5.6747177753106275,34
499,1.1928093884691375,8
500,1.193403244706549,8
501,1.193996802762632,8
502,6.126107551097653,37
503,2.8589966551284447,18
504,0.672747439082785,5
505,3.0291713277579695,19
506,4.8764937906346635,30
507,1.506173481716456,10
508,2.0097850627971288,13
509,3.0173064306314403,19
510,3.688308269539049,23
511,1.67495959707774,11
512,5.852856272695284,36
513,2.31865026178946,15
514,2.4862577405897097,16
515,0.4974000332850015,4
516,1.6586486886093867,11
517,1.1617255360978143,8
518,0.6640698850984421,5
519,0.4981286759261414,4
520,5.307895542017458,33
521,1.9775529012868542,13
522,2.639025619125362,17
523,0.9899480784373071,7
524,0.6601530381258613,5
525,2.14663260485749,14
526,1.6523859628139137,11
527,0.9919512176532511,7
528,2.4815347870191014,16
529,2.4832964719987105,16
530,0.9937161193238683,7
531,4.636910434178072,29
532,1.6502083321114913,11
533,0.8254964252151917,6
534,0.8257122932381022,6
535,0.9911526757734362,7
536,0.826218617447654,6
